neutral,इस टेबलेट के स्पीकर की आवाज़ साधारण है ।
neutral,आप इन सभी बातों से बोर होने ही वाले होते हैं कि इतने में इन कारों पर ड्रोन से मिसाइले दागी जाती है ।
neutral,हालिया रिलीज फिल्म ' सैन एंड्रियास ' भी ऐसी ही एक फिल्म है ।
neutral,कार्बन Karbonn एक अच्छा स्थापित ब्रांड है तुलना में उन तमाम नये प्रवेशकों की जिनसे यह टैबलेट प्रतिस्पर्धा करती है साथ में इसके साथ अच्छी तरह से स्थापित सेल एंड सर्विस नेटवर्क जुड़ा है ।
positive,Asus Chromebox कंप्यूटर�आप वायरलैस तकनीक क तहत महज एक क्लिक से कॉन्फ्रेंस करने समेत तथा डॉक्यूमेंट्स शेयर कर सकते हैं ।
negative,दुःख की बात है कि फोन में एंड्रॉयड जिंजरब्रेड ऑपरेटिंग सिस्टम का पुराना वर्जन - एंड्रॉयड 2.3.1 ही लगा है ।
negative,' वेलकम 2 कराची ' उसका भी नमूना है ।
neutral,मोटो 360 साधारण घड़ियों की तरह ही दिखता है ।
positive,बांधवगढ़ अभयारण्य मध्य प्रदेश का सबसे प्रसिद्ध राष्ट्रीय उद्यानों में से एक है ।
negative,हमारे हिसाब से इस कीमत में कुछ और अन्य विकल्पों को जांच कर ही इसे खरीदने का मन बनाएं तो बेहतर होगा ।
positive,"अगर आपको बड़ा , अच्छा दिखनेवाला डिस्प्ले चाहिए तो आप पॅनासोनिक पी81के बारे में सोच सकते हैं ।"
neutral,"' एक बार जो मैंने कमिटमेंट कर दी , फिर मैं अपने आप की भी नहीं सुनता ' ... पर्दे पर सलमान खान के बोले इस पॉपुलर संवाद को ' तनु वेड्स मनु रिटर्न्स ' तवेमरि में मनोज शर्मा उर्फ मनु अपने अंदाज में फेरबदल के साथ बोलते हैं तो पप्पू टोकता है कि तुम क्या सलमान खान हो ?"
neutral,साधारण उपयोग में केवल एक बार फुल चार्जिंग के साथ हमारे टेस्ट में यह पूरे दिन चली ।
negative,"इंटरनल स्टोरेज आगे और भी बंटता है , जो इसकी बड़ी कमज़ोरी बन जाती है ।"
neutral,कुछ मौकों पर पिता और बेटी के रिश्तों को दर्शाने की बात भी की गई है ।
positive,पिछले पांच सालों के दौरान एप्पल आईओएस आपरेटिंग में बेहतर विकास देखने को मिला है ।
neutral,यदपि गेम्स के लिए बहुत ज्यादा इस्तेमाल इसकी बैटरी को अन्य एंड्राइड उपकरणों की तरह ही प्रभावित करेगा |
neutral,"जियाओमी एमआई 4आई , एमआईयूआई 6 के साथ एंड्रायड 5.0.2 पर चलता है ।"
positive,ये बेहतर क्वालिटी और वाइड व्यू देने के साथ - साथ यूजर्स की आंखों को भी नुकसान नहीं पहुचाती है ।
neutral,कैमरा नही करेगा निराश ।
positive,एप्पल टीवी के जरिए स्ट्रीम किए गए कंटेंट की क्वालिटी बहुत अच्छी होती है ।
positive,कंपनी ने इस LED टीवी के डिस्प्ले पर खास काम किया है ।
negative,"काम करते हुए , लैपटॉप लेनोवो v580c बहुत गर्म है , और वास्तव में कोई शोर मुद्दों नहीं ।"
negative,आपको पावर और रीटर्न की को काम में लाने के लिए इन्हें थोड़ा ज्यादा प्रेस करना होता है ।
positive,इस फिल्म की उपलब्धि हैं विनीत कुमार सिंह और गिरीश कुलकर्णी ।
positive,इस टेबलेट का टचस्क्रीन रिस्पोंस काफी अच्छा है और इसे इस्तेमाल करने में बहुत आराम रहता है ।
neutral,बोधगया में ऐसी बहुत सारी संस्थाए हैं जो भी करवाती हैं ।
neutral,इस स्‍मार्टवॉच का वजन 45 ग्राम है ।
positive,1 जीबी के रैम की वजह से इसका परफार्मेंस काफी अच्छा है ।
positive,यह एक बेहतर कैमरा स्मार्टफोन भी है जिसमें 8 एमपी मैन कैमरा ऑटोफोकस और सोनी बीएसआई सेंसर के साथ दिया गया है ।
neutral,"हमने जल्दी से पता लगाया की समस्या उसके साथ दिये गए चार्जर में है , क्योंकि फोन पीसी से कनेक्ट करने के बाद जल्दी चार्ज होता है ।"
neutral,"कुल मिला कर हनिकॉम्ब 3.2 इस डिवाइस के लिए अच्छा है , और डिवाइस पूरी तरह से इसके लिए तैयार की गई है ।"
neutral,उन्हें अपनी रिश्ते की बहन मालिनी और खुद की कहानी कहनी थी ।
negative,कारण स्पष्ट है कि लेखक - निर्देशक की विधा और प्रस्तुति के प्रति स्पष्ट नहीं है ।
neutral,"इसमें सिर्फ एक स्पीकर ग्रिल है , और टॉप में ब्लैक डिजाइन एलीमेंट है ।"
positive,अगर कई एप्लीकेशन्स एक साथ चलाना आपकी जरूरत है तो यह फोन अच्छा विकल्प साबित हो सकता है क्योंकि यह एक साथ कई काम करते हुए भी उतनी ही स्पीड से काम करता है ।
positive,केनन 1200डी अपने 18-55 लैंस की बदौलत शानदार तस्वीरें खींचने में सक्षम है ।
positive,1080पी एचडी विडियो प्लेबैक है ।
neutral,औसत परफार्मेंस की उम्मीद करने वाले इसे खरीद कर निराश नहीं होंगे लेकिन इससे ज्यादा की इससे उम्मीद न करें तो बेहतर होगा ।
positive,पहाड़ी क्षेत्र होने की वजह से खूबसूरत दृश्य भी देखे जा सकते हैं ।
neutral,"संबंध भेद , विच्छेद और संवेद की यह फिल्म स्त्री - पुरुष रिश्तों में कथित आधुनिकता से आए असमंजस की कहानी लेकर चलती यह फिल्म हिंदी फिल्मों के घिसे - पिटे दृश्यों का ऊपरी तौर पर मजाक उड़ाती है , लेकिन वैसे ही दृश्यों में रमती है ।"
positive,यहां तक कि गेम खेलना भी सहज है ।
positive,मोटोरोला 360 डिवाइस अपने आप में बेस्ट कहा जा सकता है क्योंकि इसका लुक बेहद आकर्षक है ।
negative,हुवैई मीडिया पैड के बारे में एक सामान्य शिकायत बैटरी बैकअप कम होना है ।
neutral,बैटरी लाइफ की बात करें तो गैलेक्सी टैब 3 की बैटरी हमारे लगातार वीडियो प्लेबैक टेस्ट में लगभग 6.5 घंटे तक चलती है ।
neutral,हाई परफॉर्मेंस डिवाइस पर ही चलता है ।
neutral,बैहर खेल मैदान में 4 अप्रैल से शुरू हो रहे दो दिवसीय बैगा ओलिंपिक में आसपास के जिलों के साथ अन्य राज्यों के बैगा भी शामिल होंगे ।
positive,टैबलेट वाकई काफी स्लिम है और इसकी सर्वाधिक मोटाई 6.6 mm है ।
negative,इंटरफेस बहुत पुराने स्टाइल का है ।
neutral,"हलांकि यह गैलेक्सी टैब 750 से थोड़ा सा मोटा है , लेकिन फिर भी यह काफी पतला टेबलेट है ।"
neutral,इस माॅडल में 1.2 गीगाहर्ट्ज़ का क्वाड - कोर प्रोसेसर है और एक जीबी रैम है ।
positive,मुंबई के इस प्राचीनतम स्थल को विश्व धरोहर में शुमार किया गया है ।
neutral,"राजकुमार हिरानी और अभिजात जोशी का संदेश स्पष्ट है कि अलग - अलग भगवान के मैनेजर बने स्वामी , बाबा , गुरु , मौलवी और पादरी वास्तव में डर का आतंक फैला कर अपना उल्लू सीधा कर रहे हैं ।"
neutral,इसके बाद छठे दशक में यहां पर सेना के कैम्प का निर्माण भी किया गया ।
positive,"इसकी विशेषताओं में आसान इंस्टालेशन , साफ़ सुथरा यूजर इंटरफ़ेस , और अच्छी आवाज़ का स्तर शामिल हैं ।"
negative,बैटरी लाइफ़ एक ही दिन होने से इस्तेमाल करना आसान नहीं ।
negative,अभी हाल ही में एक प्रेजेन्टेशन के दौरान मेरा लैपटॉप फिर से उसी समस्या से ग्रस्त हो गया – डिस्प्ले की खराबी ।
neutral,"साथ ही , इस में रेडिएंट LED ब्लैक मॉड्यूल , 14.4mm बेजल और 5000:1 डायनामिक कंट्रास्ट रेशियो दिया गया है ।"
neutral,एपल वॉच का खुद सेट होने के लिए इंतजार करें ।
negative,शशांक घोष की ' खूबसूरत ' की तुलना अगर हृषिकेष मुखर्जी की ' खूबसूरत ' से करने के इरादे से सोनम कपूर की यह फिल्म देखेंगे तो निराशा और असंतुष्टि होगी ।
positive,"उंची पिक्सल घनता के कारण , स्क्रीन आँखो के लिए सुखकारक है जो पढ़ने और वीडीयो देखने के लिए बहुत अच्छी है ।"
neutral,इस फैबलेट में बड़ा बैटरी भी लगा है जो बिना बैटरी सेविंग मोड को एक्टिव किए ही एक दिन चल सकता है ।
positive,"अब तक , इस बजट में खरीदने के लिए यह सबसे अच्छे स्मार्टफोनो में से एक है ।"
negative,"नीचे के हिस्से में बड़ा स्पीकर ग्रिल है , लेकिन इसकी आवाज़ तेज़ नहीं है और ऐसा सोनी के इसे वाटरप्रूफ बनाने की वज़ह से है ।"
positive,फुल साइज का एक यूएसबी 3.0 पोर्ट और मिनी एचडीएमआई का होना इसे और भी ज्यादा प्रोडक्टिव बना देता है ।
negative,एक उम्दा प्रोडक्ट होने के बावजूद इसमें कुछ ऐसी खामियां है जो निराशाजनक है ।
negative,कीमत के मामले में कोई तुलना नहीं है क्योंकि यह आईफॉन 6 प्लस के सबसे महंगे वैरिएंट को भी सस्ता ठहराता है ।
neutral,इसमें 8 इंच की एचडी डिस्पले स्क्रीन 1280 x 800 पिक्सल रेजोल्युशन के साथ दी गई है ।
positive,इसमें 32 जीबी विस्तारीत मेमरी को सपोर्ट करनेवाले मेमरी कार्ड स्लॉट के द्वारा ज्यादा मेमरी जोड़ने का पर्याय भी है ।
positive,इसके ज्यादातर फंक्शंस की परफॉर्मेंस दमदार है ।
neutral,उसके हालात और परवरिश ही उसके वर्तमान के कारण होते हैं ।
negative,फोन ने ऑटो फोकस होने में कुछ ज्यादा ही वक्त लिया ।
positive,फिल्म में गीतों के फिल्मांकन पर पूरा ध्यान दिया गया है ।
neutral,इस फिल्म को थ्री डी में देखने के लिए तो बिलकुल ना है ।
neutral,हालांकि यह लगभग सभी लोकप्रिय एप्लीकेशनों को सपोर्ट करता है तथा लगभग सभी यूजरों के लिए यह एक मुद्दा नहीं होगा ।
positive,"बैटरी लाइफ की बात करें तो हमारे लगातार वीडियो प्लेबैक टेस्ट में पूरे ब्राइटनेस लेवल और आवाज़ पर आसुस फोनपैड की बैटरी 10 घंटे तक चलती है , जो कि एक काफी शानदार बैटरी परफॉरमेंस है बै ।"
negative,कई बार फिल्में पन्नों से पर्दे तक आने में बिगड़ जाती हैं ।
neutral,"टैब में 6,000 एमएएच की बैटरी लगी हुई है जो ज्‍यादा बेहतर बैटरी बैकप देती है ।"
positive,स्टॉक ऍण्ड्रॉइड यूआई है ।
positive,हिंदी फिल्मों के आम दर्शक फाइंडिंग फैनी का अपेक्षित आनंद नहीं उठा सकेंगे ।
neutral,जब जियाओमी से कॉल की गई तो कोई परेशानी महसूस नही हुई ।
neutral,जेनफोन 5 काफी ' सिम्पल ' है लेकिन इसके बावजूद भी आप डिवाइस से ऊबेंगे नहीं क्योंकि आप बारी - बारी से इसके बैक कवर को बदलकर इसकी लुक बदल सकते हैं ।
positive,मोटो 360 स्मार्टवॉच दिखने में तो काफी कूल है ही साथ ही साथ अपने गोल आकार के डायल डिज़ाइन के साथ यह गूगल के लेटेस्ट एंड्रॉयड प्लेटफार्म पर कंज्यूमर्स को सबसे ज्यादा आकर्षित कर रहा है ।
neutral,"इसमें 41mAh की बैटरी भी लगी हुई , जो करीब 30 दिन तक चल सकती है ।"
positive,द्वारका : हिंदुओं के चार धामों और सप्त पुरियों में से एक गुजरात की द्वारिकापुरी मोक्ष तीर्थ के रूप में जानी जाती है ।
neutral,अन्य कलाकारों में राजकुमार राव ने गन्ना किसान सोनू सहरावत की भूमिका में अभिभूत किया है ।
neutral,इस डिवाइस के उपरी हिस्से में माइक्रो एसडी कार्ड स्लॉट और सिम कार्ड स्लॉट हैं ।
positive,"नयापन उनके किरदार पीके में है , जो ' कोई मिल गया ' में जादू के रूप में आ चुका है ।"
positive,इसके अलावा लैपटॉप में डॉल्‍बी एडवांस ऑडियो वी2 तकनीक दी गई है जो साउंड की क्‍वलिटी को और बढा देती है ।
positive,नदियों व पर्वत - पहाड़ियों से घिरा हुआ एक अनोखा पर्यटन स्थल केरल हमेशा ही सैलानियों को अपनी और खींचता रहा है ।
neutral,इस काम में हजारों लोग लगे हुए है जो रोजाना करीब 2 लाख लोगों को लंचबॉक्स की सेवा प्रदान करता है ।
neutral,इसमें 10.1 इंच की एक्सडब्लूवीजीए मल्टी - टच आईपीएस डिस्पले स्क्रीन जीरो एयर गेप तकनीक के साथ दी गई है ।
neutral,सैमसंग गैलेक्सी टैब 3 के स्पेसिफिकेशन में टैब 2 की तुलना में कोई बहुत ज्यादा सुधार नहीं हुआ है ।
negative,स्क्रीन और बॉडी पर धब्बे लगने की संभावना
neutral,यह एप आपके हस्ताक्षर की एक छोटी पिक्चर आपके चुने हुए डॉक्यूमेंट पर फिक्स कर देती है ।
neutral,"अब तक 1007 परिसंपत्तियों को वल्र्ड हेरिटेज घोषित किया गया है , जिनमें 31 ट्रांसबाउंड्री , 2 डिलिस्टेड , 46 इनडेंजर , 779 कल्चरल , 197 नेचुरल , 31 मिक्स्ड और 161 स्टेट्स पार्टीज हैं ।"
positive,"नए मॉडल में ज्‍यादा आईएसओ रेंज दी गई है जिससे आप लो लाइट कंडीशन में भी अच्‍छी फोटोग्राफी कर सकते हैं कैमरे में 100 से 12,800 तक आईएसओ रेंज सेट की जा सकती है ।"
positive,मैकबुक का यह नया आया संस्करण अब तक का सबसे पतला मैकबुक है जिसकी मोटाई महज 13.1 एमएम है ।
positive,"इसको इस तरह बनाया गया है , कि आप इसे बड़े आरामदाक तरीके से अपने हाथ में पकड़ सकते हैं ।"
positive,बाघों से रूबरू होने की यह सही जगह है ।
positive,समुद्रतल से 1300 मीटर की ऊंचाई पर स्थित काठमांडू शहर में मंदिरों के अलावा देखने के लिए और भी बहुत कुछ है ।
negative,जिसका नुकसान ये होता है कि अगर आप फिल्म देख रहे है या गेम खेल रहे है तो स्पीकर्स आपके हाथों से ढक जाते हैं ।
neutral,इसलिए इसे आप फोन और टैबलेट का संगम - यानी कि फैबलेट भी कह सकते हैं ।
neutral,"कुल मिलाकर , प्रदर्शन औसतन रहा , जबकि हम इस डिवाईस से काफी उम्मीद रखते थे ।"
neutral,"इसमें एफएम रेडियो , ब्लूटूथ कनेक्टीविटि , कैमरा मौजूद है ।"
neutral,लैपटाप में 1/3 मेगापिक्सल का वेबकैम है और 3 इन वन कार्ड स्लाट भी ।
positive,लेनोवो के इस नए स्मार्टफोन में 1.5 गीगाहर्त्ज ऑक्टाकोर प्रोसेसर और 2 जीबी रैम दिए गए है जिससें इसकी प्रोसेसिंग और परफोर्मेंश अच्छी है ।
positive,सेरेब्रल पालसी की वजह से किरदार की गतिविधियों में आने वाली स्वाभाविक भंगिमाओं को जज्ब करने के साथ ही उन्होंने उसकी मानसिक क्षमताओं को भी सुंदर तरीके से जाहिर किया है ।
positive,"गोवा भारत का एक ऐसा टूरिस्ट स्पॉट है , जहां बारह महीने हलचल रहती है ।"
positive,यहां दौडऩे वाली कोंकण रेलवे में सफर करना एक खूबसूरत एहसास होगा ।
negative,इसके फीचर्स और प्रोडक्टिविटी भी कमतर एहसास देते है ।
neutral,उनके अभिनय के बारे में यही बात नहीं कही जा सकती ।
positive,वास्तविक इस्तेमाल में मीडियापैड 10 लिंक का परफॉरमेंस काफी अच्छा है ।
positive,"इस कीमत के रेंज में इसका डिस्प्ले , इसके सभी प्रतिद्वंदियों से बेहतर है ।"
positive,' खामोशियां ' का लोकेशन सुंदर है ।
neutral,कीमत 249 डॉलर है ।
positive,जो समझौते आप करेंगे उनके लिए कीमत पूरी तरह से उचित है और माइक्रोमैक्स ने अब तक बनाये हुए स्मार्टफोनो में से यूरेका आसानी से सबसे अच्छे स्मार्टफोन में से एक है ।
neutral,इसमें 3220 एमएएच की बैटरी लगी है फुल चार्ज होने में 24 घंटे लगेंगे ।
neutral,यह टेबलेट वाय - फाय तकनीक से भी लैस तथा इसकी बैटरी एकबार पूरी तरह चार्ज करने पर 8 घंटे तक चलती है ।
positive,कोई ऑप्शन खोलने के लिए जैसे ही आप मुंह से बोलकर कमांड देते हैं तो फट से वह काम कर देता है ।
positive,"प्रकृति के बीच स्थित यह शहर क्राईस्ट चर्च , मंकी पॉइंट , कसौली भट्टी और गोरखा फोर्ट किला के लिए भी जाना जाता है ।"
positive,वास्तविक इस्तेमाल में भी एक्सपीरिया टेबलेट जेड का परफॉरमेंस शानदार रहता है ।
positive,इसका डिस्प्ले बहुत रिफ्लेक्टिव नहीं है जिससे इसे इस्तेमाल करना काफी आरामदेह रहता है ।
positive,वह हंसी - मजाक के दृश्यों में भाव - मुद्राओं या संवादों से फूहड़ नहीं होतीं ।
